搜索字段,商品名称,价格,店铺名称,颜色,评论数,图片,店铺ID,卖点,skuId,总销量,商品ID
RTX 5060 自营,影驰GeForce RTX 5060 Ti 魔刃 OC 8GB GDDR7 DLSS 4.5 电竞游戏设计剪辑直播办公NVIDIA英伟达显卡,3358.00,影驰京东自营旗舰店,【5060 Ti 8G 魔刃】电竞利器,2万+,jfs/t1/423288/2/12056/100416/69ef1e12F82ad743b/0083320320f30268.jpg,1000000308,光追游戏;三风扇散热;磁吸灯牌;金属背板,100205226852,2万+,100205226852
RTX 5060 自营,华硕天选6 国家补贴 16英寸游戏本 笔记本电脑(锐龙7 H 260 16G 1T RTX5060 高色域)青,8799.00,华硕京东自营官方旗舰店,锐龙7 H 260 /RTX5060/魔幻青,5万+,jfs/t1/424161/4/20437/862933/69f723e8F1149e5ce/093b320320e67ada.png,1000000182,双扬声器;近30日人气商品;国家补贴,100247173403,10万+,100247173403
RTX 5060 自营,微星（MSI）幻影师 GeForce RTX 5060 8G SHADOW 2X OC AI推理 电竞游戏设计智能学习独立显卡,2899.00,微星京东自营旗舰店,【5060-幻影师-8G】精巧双风,2万+,jfs/t1/428296/32/4756/80559/69f1b0f5F2d16f862/00833203207a6882.jpg,1000000266,HDMI接口;设计智能;AI推理;电竞游戏,100173897325,2万+,100173897325
RTX 5060 自营,映众（Inno3D）GeForce RTX 5060 8GB 雪域冰龙 显卡 GDDR7 DLSS 4 电竞光追游戏/AI本地部署显卡,2999.00,京东免税会员购自营专区,,14,jfs/t1/410012/10/6805/65750/69c5f81aFc239bad5/0083320320596baf.jpg,1000651007,GDDR7显存;白色颜值;自控RGB灯效;DLSS 4;电竞光追;8GB大容量;HDMI接口;三风扇散热,100329733784,,100329733784
RTX 5060 自营,影驰GeForce RTX 5060 Ti 圣刃 OC 8GB GDDR7 DLSS 4.5 电竞游戏设计剪辑直播办公NVIDIA英伟达显卡,3358.00,影驰京东自营旗舰店,【5060 Ti 8G 圣刃】主流搭档,2万+,jfs/t1/425649/30/7101/87563/69ef1e10F4e967222/0083320320c63b34.jpg,1000000308,RGB灯效;磁吸灯板;光追游戏;电竞级别,100160593347,2万+,100160593347
RTX 5060 自营,华硕天选6 Pro 酷睿版 国家补贴 16英寸游戏本 笔记本电脑(i7-14650HX 16G 1T RTX5060 2.5K)灰,9699.00,华硕京东自营官方旗舰店,16核i7-14650HX/RTX5060/日蚀灰,20万+,jfs/t1/427446/14/8770/104338/69f30820Fdec2f3ee/0083320320b3c602.jpg,1000000182,15万+人已买;100万+人浏览,100223758220,30万+,100223758220
RTX 5060 自营,映众（Inno3D）GeForce RTX 5060 X3 8GB 超级冰龙 显卡 DLSS 4 台式机独立显卡 电竞游戏设计渲染显卡,2999.00,京东免税会员购自营专区,,19,jfs/t1/407473/4/16773/62154/69c5f7b9F989b27ed/0083320320801d5a.jpg,1000651007,自控RGB灯效;全尺寸金属背板;3热管散热;独立显卡;设计渲染;RTX 5060;冰龙散热;电竞游戏;DLSS加速;8GB显存,100247072723,,100247072723
RTX 5060 自营,技嘉（GIGABYTE）5060 8G显卡 风魔 GeForce RTX 5060 WindForce SFF 8G DLSS4 游戏设计OpenClaw龙虾本地部署显卡,2979.00,技嘉京东自营旗舰店,【5060风魔-8G】SFF Ready,1万+,jfs/t1/423192/35/11881/147789/69eb282aF436e880c/008332032085f0d7.jpg,1000000297,游戏电竞;AI独立显;双风扇散热;DP高清接口,100173157631,2万+,100173157631
RTX 5060 自营,七彩虹（Colorful）战斧 GeForce RTX 5060 Ti 豪华版 8GB GDDR7 DLSS 4.5 电竞光追游戏设计电脑显卡,3299.00,七彩虹京东自营旗舰店,【5060 Ti】 战斧豪华 8G,2万+,jfs/t1/377760/3/9754/99456/693b8b0aF59ccb75f/e3eee77935b9b398.jpg,1000000267,DLSS 4;RGB灯效;金属背板;三风扇散热,100205480438,3万+,100205480438
RTX 5060 自营,华硕（ASUS）天选6 Pro 酷睿版 16英寸游戏本 笔记本电脑(i7-14650HX 16G 1T RTX5060+1号店鼠标套装))青,9999.00,1号会员店,天选6pro I7-14650/16/1T/5060青,1000+,jfs/t1/426961/21/11345/234499/69f3fc59Fb114ab7f/0083320320840abe.jpg,1000343263,2千+店铺粉丝浏览;超1000万人店内购买,100327049536,2000+,100327049536
RTX 5060 自营,微星（MSI）魔龙 GeForce RTX 5060 Ti 8G GAMING TRIO OC AI推理 电竞游戏设计智能学习独立显卡,3499.00,微星京东自营旗舰店,【5060Ti-魔龙-8G】经典旗舰,5000+,jfs/t1/429488/21/479/124221/69f1b0f4F050a06b6/0083320320688806.jpg,1000000266,接口丰富多;散热风扇优;电竞级别;RGB灯效美,100211565340,6000+,100211565340
RTX 5060 自营,技嘉（GIGABYTE）5060 8G显卡 魔鹰 GeForce RTX 5060 Gaming OC 8G DLSS4电竞游戏设计OpenClaw龙虾本地部署显卡,3199.00,技嘉京东自营旗舰店,【5060魔鹰-8G】经典高规,1万+,jfs/t1/421211/34/20983/152319/69eb282cF2a3f7789/0083320320828b0f.jpg,1000000297,游戏电竞;128bit芯片;双BIOS模式;风之力散热系统,100173157643,2万+,100173157643
RTX 5060 自营,华硕（ASUS）DUAL GeForce RTX 5060 O8G 电竞游戏显卡,2999.00,华硕京东自营旗舰店,【DUAL  5060】,1万+,jfs/t1/348924/21/15392/77147/68f8701bF21ca74a6/a075809298671e24.jpg,1000000225,双风扇散热;小机箱友好;高效散热;128bit显存,100214777264,4万+,100214777264
RTX 5060 自营,攀升战神2 台式电脑三角洲游戏台式机电脑主机全套整机（14代酷睿i7 RTX5060ti 16G 1TB）,7399.00,攀升京东自营旗舰店,14代酷睿i7 RTX5060ti 16G 1TB,1万+,jfs/t1/416545/8/15028/109037/69ddeb12Fefce220f/0083320320c07433.jpg,1000095343,超100万人关注店铺;近7日人气商品,100146091078,1万+,100146091078
RTX 5060 自营,游戏侠星梦系列I5-14600KF/RTX5060TI台式电脑游戏台式机电脑主机(14600KF+32G+1TB SSD+RTX5060TI-8G),9146.00,游戏侠电脑京东自营旗舰店,,10,jfs/t1/419805/11/17478/691528/69e58558Ff5cacec7/0083320320a6bcca.png,1020200616,三年质保硬件上门;I5-14600;32G/1TB,100255726679,,100255726679
RTX 5060 自营,电竞叛客GeForce RTX 5060 Ti  X2W  8GB GDDR7 DLSS 4 电竞光追游戏设计电脑显卡,3399.00,京东免税会员购自营专区,RTX 5060 Ti  X2W,200+,jfs/t1/396655/13/19238/225499/69a94e4cFb6bf1078/00835a05a08a7e60.jpg,1000651007,HDMI接口;散热风扇;电竞专用;光追游戏,100306166948,400+,100306166948
RTX 5060 自营,惠普（HP）暗影精灵11游戏本笔记本电脑 国家补贴（R9 8945HX RTX5060 16G 1TBSSD QHD240Hz）,8798.00,惠普（HP）OMEN暗影精灵京东自营旗舰店,R9-8945HX RTX5060 16G 1TB,2万+,jfs/t1/424164/8/20992/161760/69f484eaFeedc9f3a/0083320320443990.jpg,1000347223,数字小键盘;16GB内存;QHD 240;多扬声器,100213107592,7万+,100213107592
RTX 5060 自营,华硕天选6X 台式机 游戏主机游戏电竞 国家补贴(酷睿U5-225F RTX5060-8GB显卡 16G DDR5 1TB SSD),9099.00,华硕京东自营官方旗舰店,U5-225F 16G 1TB RTX5060-8G,2万+,jfs/t1/415640/20/22408/177798/69df387bF26d08888/00833203204e4fc9.jpg,1000000182,5万+店铺粉丝浏览;超1000万人关注店铺,100239921286,3万+,100239921286
RTX 5060 自营,影驰GeForce RTX 5060 Ti 金属大师 白金版 OC 8G GDDR7 DLSS 4.5 游戏设计剪辑直播NVIDIA英伟达显卡,3419.00,影驰京东自营旗舰店,【5060 Ti 8G 白金】纯白装甲,2万+,jfs/t1/426424/27/6047/92405/69ef1de1F5ffb6ae5/008332032076e211.jpg,1000000308,128bit宽;金属背板;光追游戏;DLSS 4,100205226834,2万+,100205226834
RTX 5060 自营,惠普（HP）暗影精灵11游戏本笔记本电脑 国家补贴（14代i7-14650HX RTX5060 16G 1TBSSD QHD240Hz）,8998.00,惠普（HP）OMEN暗影精灵京东自营旗舰店,14代i7-14650HX RTX5060 16G 1TB,5万+,jfs/t1/411637/40/10429/131326/69cc7e67Fa3ca70b4/00833203201c3a25.jpg,1000347223,QHD 240;高扩展性;护眼认证;RTX5060,100213107608,9万+,100213107608
RTX 5060 自营,华硕全家桶14代I5 14400F/RTX5060/16G/1T/WiF6/畅玩三角洲游戏电脑主机组装电脑台式电脑整机,6999.00,IPASON攀升电脑京东自营旗舰店,华硕全家桶系列,2000+,jfs/t1/427438/18/6850/159758/69f17593F11284753/0083320320c34a44.jpg,1000091598,强劲显卡性能;华硕全家桶;无线网络连接;高清画质呈现,100208801413,5000+,100208801413
RTX 5060 自营,华硕（ASUS）天选6Pro 酷睿版 16英寸游戏本 笔记本电脑(i7-14650HX 16G 1T RTX5060 青色 WPS版1号店专供）,10199.00,1号会员店,天选6pro I7/16/1T/5060青 WPS版,1000+,jfs/t1/412355/7/19569/98447/69d42503F820c42ff/065c32032067169d.jpg,1000343263,RTX5060;2千+店铺粉丝浏览;2万+人浏览,100249251735,2000+,100249251735
RTX 5060 自营,技嘉 魔鹰OC 5060 Ti 8G 显卡,3699.00,技嘉京东自营旗舰店,【5060Ti魔鹰-8G 】经典高规,5000+,jfs/t1/420660/28/19415/155158/69eb2829Ff7f35b4f/0083320320bac601.jpg,1000000297,散热高效;DLSS4;散热风扇;风之力散热系统,100211023968,1万+,100211023968
RTX 5050 自营,华硕（ASUS）天选6Pro 酷睿版 16英寸游戏本 笔记本电脑（i7-14650HX 16G 1T RTX5050 灰色 WPS版1号店专供）,8999.00,1号会员店,天选6pro I7/16/1T/5050灰 WPS版,1000+,jfs/t1/425237/20/15904/235053/69f3fc6cFd4b9cba8/0083320320924098.jpg,1000343263,超1000万人店内购买;店铺被1000万人种草,100249861087,2000+,100249861087
RTX 5050 自营,技嘉（GIGABYTE）5050 8G显卡 风魔 GeForce RTX 5050 WindForce SFF 8G DLSS4 游戏设计OpenClaw龙虾本地部署显卡,2499.00,技嘉京东自营旗舰店,【5050风魔-8G】SFF Ready,500+,jfs/t1/422154/36/10824/144736/69eb282dF3b850ba0/00833203206977d9.jpg,1000000297,PCIe 5.0;DLSS4;风之力散热系统;2x仿生风扇,100247508778,1000+,100247508778
RTX 5050 自营,华硕（ASUS）DUAL GeForce RTX 5050 O8G 电竞游戏显卡,2499.00,华硕京东自营旗舰店,【Dual 5050】,200+,jfs/t1/330541/40/26194/77699/68f870ccF7a67af5d/6510fb96403e9aec.jpg,1000000225,8G显存;RTX5050;RTX5050芯;PCIe 5.0,100248664144,400+,100248664144
RTX 5050 自营,七彩虹（Colorful）iGame GeForce RTX 5050 Ultra W OC 8GB DLSS 4 电竞光追游戏设计电脑显卡,2549.00,七彩虹京东自营旗舰店,【5050】Ultra W OC,2000+,jfs/t1/380687/15/2273/149150/693b8d16Faa4e937c/845d432dacf9b4e9.jpg,1000000267,嘻哈背甲;DLSS 4;光追游戏;散热风扇,100246309076,5000+,100246309076
RTX 5050 自营,华硕（ASUS）天选6Pro 酷睿版 16英寸游戏本 笔记本电脑（i7-14650HX 16G 1T RTX5050  青色 WPS版1号店专供）,9299.00,1号会员店,天选6pro I7/16/1T/5050青 WPS版,1000+,jfs/t1/430131/30/385/192064/69f30c20Fdcf1aa82/00833203206d3af4.jpg,1000343263,店铺被1000万人种草;超3000万人关注店铺,100331899194,2000+,100331899194
RTX 5050 自营,技嘉（GIGABYTE）5050 8G显卡 魔鹰 GeForce RTX 5050 Gaming OC 8G DLSS4 游戏设计OpenClaw龙虾本地部署显卡,2599.00,技嘉京东自营旗舰店,【5050魔鹰-8G】经典高规,500+,jfs/t1/426524/21/577/168093/69eb282dFd0354ba8/00833203207e26a5.jpg,1000000297,3x仿生风扇;服务器级导热凝;风之力散热系统;游戏电竞,100247508808,1000+,100247508808
RTX 5050 自营,电竞叛客GeForce  RTX 5050 X2B 8GB GDDR6 DLSS 4 电竞光追游戏设计电脑显卡,2599.00,京东免税会员购自营专区,,92,jfs/t1/397253/13/15627/182777/69a94f8aFbdadb02c/00835a05a05350f2.jpg,1000651007,电竞设计;HDMI接口;128bit显存;光追游戏,100306714554,100+,100306714554
RTX 5050 自营,七彩虹（Colorful）战斧 GeForce RTX 5050 DUO 8GB DLSS 4 电竞光追游戏设计电脑显卡,2429.00,七彩虹京东自营旗舰店,【5050】战斧DUO,2000+,jfs/t1/246245/26/36290/93441/68fb300cFb6673360/5c065304c5c3ce3a.jpg,1000000267,炫彩灯效;电竞设计;利斧散热器;DLSS 4,100187992349,5000+,100187992349
RTX 5050 自营,华硕天选Air 国家补贴 14英寸AI全能游戏本 笔记本电脑(锐龙7 H 260 16G 1T RTX5050 2.5K)灰,8299.00,华硕京东自营官方旗舰店,锐龙7 H 260/RTX5050/日蚀灰,2万+,jfs/t1/423916/14/15064/65058/69f30ca5F3a4e8f17/0083320320e3731e.jpg,1000000182,10万+店铺粉丝浏览;国家补贴;华硕快充技术,100187741697,4万+,100187741697
RTX 5050 自营,技嘉（GIGABYTE）GeForce RTX 5050 OC Low Profile 8G游戏设计OpenClaw龙虾本地部署显卡,2699.00,技嘉京东自营旗舰店,【5050 OC-8G】Low Profile,500+,jfs/t1/411134/5/10549/141981/69cb80dcF7a7a4e72/0083320320bed412.jpg,1000000297,纳米石墨烯润滑;DP接口;PCIe 5.0;最多支持4个显,100188793799,1000+,100188793799
RTX 5050 自营,惠普（HP）暗影精灵11乐享版游戏本 国家补贴（英特尔酷睿14代i7-14650HX RTX5050 16G 512GBSSD QHD240Hz）,8198.00,惠普（HP）OMEN暗影精灵京东自营旗舰店,乐享14代i7HX RTX5050 16G 512G,5万+,jfs/t1/410449/29/16364/134793/69cc7e89F11129f9a/0083320320ef54a6.jpg,1000347223,高刷新率;酷睿14代i7;RTX5050;QHD 240,100280528946,9万+,100280528946
RTX 5050 自营,七彩虹（Colorful）战斧 GeForce RTX 5050 豪华版 8GB DLSS 4 电竞光追游戏设计电脑显卡,2479.00,七彩虹京东自营旗舰店,【5050】战斧豪华,2000+,jfs/t1/242860/4/36777/85322/68fb2fc7F6fd29edd/e6fc602d08fcbad7.jpg,1000000267,HDMI接口;DLSS 4;电竞光追;利斧散热器,100187992347,5000+,100187992347
RTX 5050 自营,微星（MSI）魔龙 GeForce RTX 5050 8G GAMING OC 电竞游戏设计智能学习独立显卡,2599.00,微星京东自营旗舰店,【5050-魔龙-8G】经典旗舰,200+,jfs/t1/429162/4/1859/121370/69f1b0f6F3002758c/0083320320489a81.jpg,1000000266,电竞游戏;双风扇散热;高性能显卡;8G大显存,100250282890,300+,100250282890
RTX 5050 自营,机械革命极光 X 酷睿i5HX 游戏本笔记本电脑(i5-14450HX 16G 512G RTX5050 2.5K屏 180Hz 灰)包鼠套装,6999.00,1号会员店,i5-14450HX 16G RTX5050 ,2000+,jfs/t1/415758/21/18004/89262/69dcb860F6a215613/008332032072ca86.jpg,1000343263,,100343738454,5000+,100343738454
RTX 5050 自营,七彩虹（Colorful）iGame GeForce RTX 5050 Ultra W DUO OC 8GB DLSS 4 电竞光追游戏设计电脑显卡,2499.00,七彩虹京东自营旗舰店,【5050】Ultra W DUO OC,2000+,jfs/t1/295846/15/12321/115471/68fb3039F160a38d2/95e8375e0b865478.jpg,1000000267,HDMI接口;嘻哈背甲;涂鸦RGB;电竞设计,100187992351,5000+,100187992351
RTX 5050 自营,长城凌云THC88台式电脑主机设计游戏台式机整机(15代酷睿Ultra5 225F/RTX5050 16G DDR5+512G),6288.00,长城(Great Wall)电脑京东自营旗舰店,无光电竞 单主机  2026新款,2万+,jfs/t1/426968/34/11707/137395/69f419a2F18890c92/008332032066351a.jpg,1000481507,16G大内存;超强显卡;高频内存;商用设计;快速启动;高效能效;商用优质;15代酷睿;酷睿Ultra5;512G固态,100225222487,3万+,100225222487
RTX 5050 自营,机械革命蛟龙16Pro 2025新款 电竞游戏笔记本电脑 R7-8840HX RTX5050 16GB+512GB 苍岩灰,6998.00,1号会员店,R7-8840HX/5050/16+512,1万+,jfs/t1/419080/12/941/115264/69d9a4ffF69f306e8/0083320320e9da64.jpg,1000343263,锐龙旗舰处理器;RTX5050;高效散热;强劲性能,100296473476,1万+,100296473476
RTX 5050 自营,惠普（HP）HyperX暗影精灵PRO 15游戏本笔记本电脑U7-255HX RTX5050 16G 1T QHD 180Hz 8K键盘,11498.00,惠普（HP）OMEN暗影精灵京东自营旗舰店,U7-255HX RTX5050 16G 1T,7,jfs/t1/427558/37/3928/77943/69f06bdcF42622fee/0083320320f1600f.jpg,1000347223,U7 255HX;8K闪击键盘;91%屏占比,100258752205,,100258752205
RTX 5050 自营,机械革命蛟龙16Pro 潮玩版 16英寸学生电竞游戏笔记本电脑 R7 H 255 RTX5050 16G+512G 趣酷灰包鼠套装,6899.00,1号会员店,R7H255/5050/16/512,1万+,jfs/t1/419189/7/418/142321/69d9a656F958ad8a9/0083320320c3200b.jpg,1000343263,高色域显示;16GB内存;趣酷外观;120Hz刷新,100294715544,1万+,100294715544
RTX 5050 自营,机械革命极光X 2026 酷睿i5HX 游戏本笔记本电脑(i5-14450HX 16G 512G RTX5050 2.5K屏 180Hz 灰),7499.00,机械革命京东自营旗舰店,RTX5050,50万+,jfs/t1/423391/36/17483/89713/69f2eb1cF266c39dc/00833203202ba821.jpg,1000000948,170W性能释放;人体工程学键盘;满功耗5050,100332627904,60万+,100332627904
RTX 5050 自营,长城凌云THC88台式电脑主机设计游戏台式机整机(24核顶配i9/RTX5050高端独显 16G+512G),6292.70,长城(Great Wall)电脑京东自营旗舰店,无光电竞 单主机  2026新款,2万+,jfs/t1/427763/7/8322/138238/69f419a1F79abddd8/008332032017c9ce.jpg,1000481507,高端显卡;长城品质;游戏电竞;顶配性能,100300560560,3万+,100300560560
RTX 5050 自营,台式电脑18核RTX5050三角洲黑神话悟空吃鸡LOLCF游戏办公直播设计组装电脑主机整机全套 八:18核/16G+1TB/RTX5050电竞直播 单主机,5349.00,京喜自营官方店,八:18核/16G+1TB/RTX5050电竞直播,95,jfs/t1/417787/21/14556/183367/69e19401F0b51619a/0935320320262ccf.png,13496968,,10217841046829,100+,10217841046829
RTX 5050 自营,机械革命蛟龙16Pro游戏本,6999.00,机械革命京东自营旗舰店,RTX5050,5万+,jfs/t1/417852/22/15630/121359/69e0af00Ff063a4ea/0083320320e0dd43.jpg,1000000948,潮感酷炫设计;满功耗5050;180Hz高刷新;强AI算力,100226723261,10万+,100226723261
RTX 5050 自营,华硕无畏Pro16 酷睿版 RTX5050 AI轻薄本笔记本电脑（酷睿5 210H 16G 1T） ,8499.00,华硕京东自营官方旗舰店,Core5|RTX5050,2万+,jfs/t1/426090/17/15463/99181/69f6f451Fb7f589cd/0083320320bb5126.jpg,1000000182,大容量硬盘;人脸解锁;AI算力强;护眼屏幕,100235649588,3万+,100235649588
RTX 5050 自营,长城凌云THC88台式电脑主机设计游戏台式机整机(24核顶配i9/RTX5050  24.5英寸200Hz电竞屏),6799.00,长城(Great Wall)电脑京东自营旗舰店,+24.5英寸IPS 200Hz电竞套装,47,jfs/t1/428294/39/8618/122588/69f5685aFb19fab21/0083320320722f95.jpg,1000481507,24核处理;大容量内存;电竞屏幕;200Hz刷新;顶配性能;游戏专用,100234312403,3万+,100234312403
RTX 5050 自营,台式电脑18核RTX5050三角洲黑神话悟空吃鸡LOLCF游戏办公直播设计组装电脑主机整机全套 八:18核/16G+1TB/RTX5050电竞直播 主机+27英寸高清显示屏,5999.00,京喜自营官方店,八:18核/16G+1TB/RTX5050电竞直播,95,jfs/t1/417787/21/14556/183367/69e19401F0b51619a/0935320320262ccf.png,13496968,,10217841046827,100+,10217841046827
RTX 5050 自营,机械革命极光 X 酷睿i5HX 游戏本笔记本电脑(i5-14450HX 16G 512G RTX5050 2.5K屏 180Hz 灰),7499.00,机械革命京东自营旗舰店,RTX5050,50万+,jfs/t1/426900/15/9137/117446/69f2d339Fdb57f6e7/008332032011c160.jpg,1000000948,酷睿i5HX;180°开合;全新内吹风散热;满功耗5050,100219940859,60万+,100219940859
RTX 5050 自营,长城凌云THC88台式电脑主机设计游戏台式机整机(Ultra5 225F/RTX5050 +24.5英寸200Hz电竞屏）,6788.00,长城(Great Wall)电脑京东自营旗舰店,+24.5英寸IPS 200Hz电竞套装,39,jfs/t1/422890/1/18562/153420/69f5685bF23eeadf8/0083320320d3b452.jpg,1000481507,三年上门服务;Ultra5强芯;RTX 5050;长效质保;高刷新率;高频内存;固态硬盘;商用设计;电竞屏幕;电竞级显示,100312680474,3万+,100312680474
RTX 5050 自营,台式电脑18核RTX5050可选黑神话悟空直播三角洲吃鸡海景房办公游戏电脑台式机主机整机组装电脑 8》18核丨16G+1TB丨RTX5050电竞直播 单主机,5099.00,京喜自营官方店,8》18核丨16G+1TB丨RTX5050电竞直播,200+,jfs/t1/410946/13/1140/734697/69c60cc2F6c05f4ad/093532032087c6b3.png,13496968,高效散热;海量存储;炫彩光效;稳定流畅;游戏直播利器;组合硬盘;高效多任务;1TB大容量;电竞办公两用;18核高性能,10211412712601,500+,10211412712601
RTX 5050 自营,LG gramPro 2025 17英寸高性能AI轻薄笔记本电脑（二代Ultra7/RTX5050/32G+1TB 17Z90TR-E.AL88C）,15999.00,LG笔记本电脑京东自营旗舰店,17英寸大屏/RTX5050,2000+,jfs/t1/428640/3/5804/112809/69f37cdaFac4525ff/0083320320e93a4c.jpg,1000087624,32G大内存;高性能AI;黑色时尚;RTX5050,100196599083,4000+,100196599083
RX 9070 XT 自营,讯景（XFX）AMD RADEON RX 9070 GRE OC 黑狼 12GB 全新电竞游戏设计智能学习台式电脑独立显卡,3788.00,XFX讯景京东自营旗舰店,RX9070GRE OC黑狼,2000+,jfs/t1/422451/1/19976/92389/69f30854F38e4e5aa/00833203204597bd.jpg,1000470963,1千+店铺会员加购;1千+人收藏,100290346194,5000+,100290346194
RX 9070 XT 自营,瀚铠（VASTARMOR）AMD RADEON RX 9070 XT 16GB 星空 台式机电脑游戏DeepSeek智能AI学习绘图视频渲染显卡,5599.00,瀚铠（VASTARMOR）显卡京东自营旗舰店,RX 9070 XT 星空,200+,jfs/t1/245707/21/33922/140496/68ef6250F8645cb5c/1a529899a1dac6cb.jpg,1000411546,无光;A9070XT;16G显存;HDMI输出;深度绘图;视频渲染;智能AI学习;16GB显存,100216814457,300+,100216814457
RX 9070 XT 自营,盈通（yeston）AMD RADEON RX 9070 XT 16GD6 樱瞳花嫁 OC 超频版 三风扇 全新游戏独立显卡,5599.00,盈通京东自营旗舰店,【RX 9070XT  16G】樱瞳花嫁,5000+,jfs/t1/409834/13/13987/135834/69c9ef83Fb6b76d5a/008332032069cbeb.jpg,1000005645,ARGB灯效;颜值与实力劲爆;游戏专用;散热升级,100192231344,6000+,100192231344
RX 9070 XT 自营,瀚铠（VASTARMOR）AMD RADEON RX 9070 XT 16GB OC 超合金ULTRA (极炫静铠) 升级版 ARGB灯效 电竞游戏AI显卡,5799.00,瀚铠（VASTARMOR）显卡京东自营旗舰店,RX 9070 XT 超合金ULTRA,500+,jfs/t1/387810/29/3832/145109/6965e8aeFc3dedfce/dd037b20b6ac8d29.jpg,1000411546,256bit位宽;ARGB灯效;超合金散热;16GB大显存,100237432019,600+,100237432019
RX 9070 XT 自营,讯景（XFX）AMD RADEON RX 9070 XT OC 海外版Ultra 16GB 白色 全新电竞游戏设计智能学习台式电脑独立显卡,5999.00,XFX讯景京东自营旗舰店,RX9070XT OC海外版Ultra白,2万+,jfs/t1/423772/2/15676/106861/69f30854Fddfe50e1/00833203202fd1ec.jpg,1000470963,6千+店铺会员浏览;外观超好看,100137955541,3万+,100137955541
RX 9070 XT 自营,技嘉（GIGABYTE）9070XT显卡 魔鹰 AMD Radeon RX 9070 XT GAMING OC 16G AI游戏设计剪辑OpenClaw本地部署显卡,5699.00,技嘉京东自营旗舰店,【9070XT魔鹰-16G】经典高规,2000+,jfs/t1/423844/34/19219/156533/69f3239eFa6013f20/0083320320d8670c.jpg,1000000297,加固结构;散热高效;RGB灯效;电竞级性能,100193973720,2000+,100193973720
RX 9070 XT 自营,盈通（yeston）AMD RADEON RX 9070 XT 16G 重力星球联名 破茧Mercury Nova OC超频版 三风扇 全新游戏独立显卡,5699.00,盈通京东自营旗舰店,【RX 9070XT  16G】破茧OC ,5000+,jfs/t1/409053/40/17727/179151/69c9d991F05bf1164/00833203204ca5be.jpg,1000005645,炫彩灯效;VC均热板;强大性能;ARGB灯效;高效散热;HDMI接口;HDMI输出;炫酷灯光;超频性能;三风扇设计,100250484290,6000+,100250484290
RX 9070 XT 自营,讯景（XFX）AMD RADEON RX 9070 XT 海外版 16GB 全新电竞游戏设计智能学习台式电脑独立显卡,5799.00,XFX讯景京东自营旗舰店,RX9070XT海外版黑,2万+,jfs/t1/424347/1/18204/92612/69f30854Fa2867a99/008332032070a0ec.jpg,1000470963,可拆卸幻翼;电竞设计;PCIe 5.0;性能相变片,100183080274,3万+,100183080274
RX 9070 XT 自营,讯景（XFX）AMD RADEON RX 9070 XT OC 海外版Ultra 16GB 全新电竞游戏设计智能学习台式电脑独立显卡,5999.00,XFX讯景京东自营旗舰店,RX9070XT OC海外版Ultra黑,2万+,jfs/t1/425100/39/13545/848201/69f72566Fe3da8fbd/093b320320d26d7a.png,1000470963,全镀镍工艺;专为游戏玩家打造;散热超高效,100145837565,3万+,100145837565
RX 9070 XT 自营,技嘉 小雕OC 9070XT 16G 显卡,6299.00,技嘉京东自营旗舰店,【9070XT小雕-16G】旗舰信仰,2000+,jfs/t1/429138/40/4057/161029/69f3239fF9dd6f349/008332032013b6b5.jpg,1000000297,PCIe 5.0;散热风扇强劲;风之力散热系统;双BIOS模式,100193973782,2000+,100193973782
RX 9070 XT 自营,蓝宝石（Sapphire）AMD Radeon™ RX 9070 XT 16GB GDDR6 METAL 合金脉动 deepseek AI人工智能 电竞游戏独立显卡,5699.00,,RX 9070 XT 合金脉动,5000+,jfs/t1/429614/37/2898/105450/69f411d2F0af49712/0083320320cc4351.jpg,0,RDNA4架构;256bit位宽;游戏流畅;金属外壳,100193118852,6000+,100193118852
RX 9070 XT 自营,技嘉（GIGABYTE）9070XT显卡 冰魔鹰AMD Radeon RX 9070 XT GAMING OC ICE 16GAI游戏设计剪辑OpenClaw本地部署显卡,5799.00,技嘉京东自营旗舰店,【9070XT冰魔鹰-16G】纯白高规,2000+,jfs/t1/428070/34/5497/161575/69f3239fFf650ea97/0083320320b4a776.jpg,1000000297,散热升级;加固结构;仿生风扇;冰魔散热,100215836073,2000+,100215836073
RX 9070 XT 自营,华硕（ASUS）PRIME RX9070XT O16G AMD RADEON RX 9070 XT电竞游戏显卡,6099.00,华硕京东自营旗舰店,【PRIME RX9070XT 】,1000+,jfs/t1/256931/16/28187/129967/67c82e51F2180fbf5/a43f4f4761e60ded.jpg,1000000225,全新外观设计;2.5插槽;高速显存位宽;大容量显存;高清视频输出;多接口设计;强劲芯片组,100193357148,2000+,100193357148
RX 9070 XT 自营,瀚铠（VASTARMOR）AMD RADEON RX 9070 XT 16GB 白色超合金OC  ARGB灯效电竞游戏AI显卡畅玩黑神话悟空/阿凡达/魔兽,5699.00,瀚铠（VASTARMOR）显卡京东自营旗舰店,RX 9070 XT 白色超合金,1000+,jfs/t1/397411/16/10353/121833/69a6b00eFf30e5edb/0083320320563139.png,1000411546,超合金散热;ARGB灯效;赠送显卡支架;白色炫酷外观,100192999440,1000+,100192999440
