商品名称,价格,店铺名称,颜色,评论数,图片,店铺ID,卖点,skuId,总销量,商品ID
泰坦27英寸MiniLED 4K双模电竞屏,1655.00,泰坦军团京东自营旗舰店,27''4K双模320Hz MiniLED+AI准星,20万+,jfs/t1/418935/24/12007/145589/69e04a4dF646e6f43/0083320320e73b15.jpg,1000169144,G-Sync兼容;三面微边框;4K 双模320;HDR1000,100172837143,20万+,100172837143
小米（MI）REDMI 21.45英寸显示器100Hz 8Bit色深 300nits亮度 全高清微边框低蓝光电脑办公显示器显示屏 A22,369.00,小米京东自营旗舰店,【新】21.45英寸/100Hz/8Bit色深,50万+,jfs/t1/395197/22/2689/114603/698450b6F6235e208/0083320320af2a67.jpg,1000004123,微边框设计;HDMI接口;低蓝光护眼;300nits亮度,100197482279,90万+,100197482279
机械师23.8英寸2K碾压超频260Hz原生240Hz稳定耐用FastIPS低蓝光HDR1ms电竞电脑显示器24寸星辰MJQ24F240,899.00,机械师京东自营旗舰店,23.8英寸2K240Hz高清电竞,1万+,jfs/t1/426295/14/11374/141942/69f37927Fa089e199/0083320320ccc89b.jpg,1000013681,HDR10技术;240Hz高刷新;1ms响应速度;低蓝光护眼,100261022902,1万+,100261022902
HKC 24.5英寸2K 240Hz高刷250Hz FastIPS硬件低蓝光HDR400旋转升降1Ms游戏电竞电脑显示器 猎鹰G25H4,998.00,HKC京东自营旗舰店,24.5英寸/2K/250Hz/人体工学支架,100万+,jfs/t1/419903/34/8913/229356/69e0b224F7ca92aa3/0083320320e3bdc7.jpg,1000000473,HDR呈现;极致画质;自研DIC技术;1毫秒响应,100116042384,100万+,100116042384
海信34英寸200Hz高刷曲面带鱼屏,1299.00,海信（Hisense）显示器京东自营旗舰店,销冠34G6K/200Hz/HDR400/分屏,5万+,jfs/t1/408330/38/9230/148647/69c3539eF9119a987/00833203202b652c.jpg,1000346461,曲面沉浸;响应迅捷;HDR增强;超广色域,100251303800,7万+,100251303800
来酷（Lecoo）联想27英寸4K双模超清FastIPS1ms10BitHDR低蓝光400亮度猛禽电竞显示器N2721U-2,1349.00,联想Lecoo显示器京东自营旗舰店,双模/27/4K160/1K320/硬件低蓝光,5万+,jfs/t1/407926/39/4277/156084/69c0eb47Fa8950631/0083320320c47042.jpg,1000345105,1万+人加购;超100万人关注店铺;600+人收藏,100222107048,10万+,100222107048
AOC23.8英寸260HZ 显示器FastIPS快速液晶1ms响应 HDR10 低蓝光不闪 小钢炮游戏电竞显示屏24G50Z2,629.00,AOC国产化京东自营专区,23.8英寸/FastIPS/260HZ,5000+,jfs/t1/419484/36/8057/144763/69df295aFdf174f31/0083320320b82ea0.jpg,1000471548,,100255494637,9000+,100255494637
华为MateView全面屏显示器,519.00,华为京东自营旗舰店,23.8 英寸/IPS/100Hz/90% P3,20万+,jfs/t1/396223/18/13548/36404/69a2986dF49141937/0083320320abfe6c.jpg,1000004259,打造办公;P3广色域;高刷全面屏;护眼设计,100133049540,50万+,100133049540
HKC 27英寸180Hz高刷IPS面板99%sRGB广色域144Hz游戏电竞办公低蓝光液晶电脑HDMI接口显示器 战狼V7,619.00,HKC京东自营旗舰店,27英寸/180Hz/1080P/HDMI接口,10万+,jfs/t1/410749/29/2467/118442/69c63b78F7d76eda2/0083320320706e04.jpg,1000000473,IPS炫彩屏;180Hz高刷;99%sRGB;直面屏设计;2mm微边框;27英寸大屏;HDMI接口;低蓝光护眼,100325484980,20万+,100325484980
卡迪富（KAWDEN）P1.25led显示屏室内led屏幕小间距无缝拼接屏高清大屏幕展厅会议室监控舞台背景0.1㎡,1028.00,卡迪富京东自营旗舰店,P1.25 LED全彩屏（0.1㎡）高刷,2万+,jfs/t1/412826/26/20614/128671/69d4c0cbF25c4a855/0083320320b2021c.jpg,1000363761,1千+店铺粉丝浏览;2千+人收藏;7万+人浏览,100196305792,1万+,100196305792
小米（MI）REDMI 27英寸2K显示器 120Hz高刷新率 IPS技术 双重广色域电脑办公显示器 A27Q Type-C版 2026,889.00,小米京东自营旗舰店,【新】27英寸/2K高清/Type-C,50万+,jfs/t1/403291/36/295/112227/69afcf4eF49d62f21/00833203207b76c4.jpg,1000004123,2K高清画质;120Hz高刷新;27英寸大屏;Type-C接口,100216280201,90万+,100216280201
酷开（coocaa）创维酷开24.5英寸FHD高清显示器低蓝光144Hz高刷电竞游戏办公电脑显示屏245K3,439.00,酷开（coocaa）显示器京东自营旗舰店,新品24.5英寸/144Hz/轻薄可壁挂,20万+,jfs/t1/423421/8/17582/129562/69f1aa43F66a94dae/00833203204e906a.jpg,1000423087,144Hz刷新;三面微边大视野;电竞推荐尺寸,100206158449,20万+,100206158449
ANTGAMER蚂蚁电竞26.5英寸第四代WOLED显示器2K540Hz/HD 720Hz DP2.1 CMR21000 Type-C硬件低蓝光ANT275ZQE,6999.00,ANTGAMER显示器京东自营旗舰店,新品/2K540Hz双模HD720Hz,2万+,jfs/t1/401090/4/20654/147494/69b5cbf0F6d7164bd/065c320320ea48f2.jpg,1000361385,900+店铺粉丝浏览;无频闪;100+人收藏,100328683678,3万+,100328683678
HKC 27英寸240Hz高刷电竞显示器,699.00,HKC京东自营旗舰店,27英寸/原生240Hz/影院级广色域,100万+,jfs/t1/407502/31/20244/156453/69c63ab4F5b66bd0c/0083320320532367.jpg,1000000473,FastIPS;电竞专用;PS5兼容;硬件低蓝光,100211777146,100万+,100211777146
HKC 24.5英寸100Hz高清屏幕99%sRGB广色域爱眼低蓝光不闪屏可壁挂HDMI电脑办公电竞游戏显示器V2511,399.00,HKC京东自营旗舰店,24.5英寸/100Hz/低蓝光/可壁挂,10万+,jfs/t1/407000/28/21364/97623/69c6381dF66c8aab8/0083320320230643.jpg,1000000473,HDMI接口;不闪屏设计;保护视力;办公电竞兼顾,100104573211,20万+,100104573211
KTC 24.5英寸 320Hz电竞 Fast-IPS显示器 1ms响应 升降旋转电竞职业FPS游戏 电脑显示屏 大师25M2,819.00,KTC京东自营旗舰店,大师/24.5英寸/320Hz/升降旋转,50万+,jfs/t1/378037/16/1246/82070/69394171Fe61a4b71/12b9d75c175d03a5.png,1000394329,1千+人收藏;5千+人已买;3万+人加购,100283189064,50万+,100283189064
蜂王电竞24英寸100Hz显示器高清办公电脑显示屏75Hz轻电竞游戏屏幕家用监控黑色扩展副屏23.8,325.00,蜂王电竞京东自营旗舰店,【爆款】24英寸100Hz办公电竞,5万+,jfs/t20280427/428871/7/1306/139684/69f0769cF723b02aa/0a0232032083c8a6.jpg,1000487060,家用监控;黑色时尚;直面屏幕;HDMI接口,100223634194,6万+,100223634194
海信27英寸 120Hz高刷 硬件低蓝光 护眼 IPS技术 广色域 三微边 办公显示屏 显示器 27N3G-PRO,559.00,海信京东自营旗舰店,27'/120Hz/硬件低蓝光/IPS硬屏,5万+,jfs/t1/406279/35/18523/78438/69c246daF2615d435/008332032078da50.jpg,1000324421,,100200986256,7万+,100200986256
泰坦军团 27英寸4K 160Hz双模320Hz FastIPS HDR400硬件低蓝光 GAME+AI准星10Bit HDMI2.1电竞显示器P2712V,1388.00,泰坦军团京东自营旗舰店,27英寸4K 160Hz双模320Hz AI准星,20万+,jfs/t1/416826/37/17515/167311/69defde9Fdc9769ef/0083320320802d8e.jpg,1000169144,泰坦军团专业电竞;1ms响应时间;广色域显示;旋转升降底座,100178008836,20万+,100178008836
AOC显示器4K 27英寸 电脑显示屏幕 专业设计师 台式拓展笔记本外接扩展屏 硬件低蓝光 U27E40,1099.00,AOC商用京东自营旗舰店,全能办公/27吋/4K/10bit/低蓝光,5万+,jfs/t1/407407/23/16777/126374/69c498ffF319b05b5/00833203201c1be1.jpg,1000107821,10bit色彩;DP接口;商用可靠;广角炫彩;硬件低蓝,100333184982,10万+,100333184982
KOORUI科睿 27英寸2K高清235Hz FastIPS屏硬件低蓝光HDR400认证 10bit广色域 1ms三角洲游戏电竞显示器X7,799.00,KOORUI京东自营旗舰店,【重磅新品】27/2k235Hz/HDR400,20万+,jfs/t1/422229/28/19167/201317/69ec80a1F9ff4d10f/008332032048288b.jpg,1000384384,HDR400;10bit色深;广色域显示;快速响应,100300503518,30万+,100300503518
小米REDMI 34英寸电竞显示器 180Hz高刷新率 HDR400 WQHD曲面带鱼屏显示屏 G34WQ 2026款,1399.00,小米京东自营旗舰店,34英寸/WQHD带鱼屏/180Hz,10万+,jfs/t1/388817/7/15755/153157/6984539fFa27ef093/0083320320a5c7f7.jpg,1000004123,25万+店铺粉丝浏览;1万+人已买;支持壁挂,100278958350,20万+,100278958350
KVL 24.5英寸180Hz高刷电竞显示器 300nit亮度 1ms响应 三微边游戏办公显示屏 KV259FX,388.00,KVL京东自营旗舰店,24.5英寸/180hz/热血电竞,1万+,jfs/t1/424074/33/5555/143064/69e87a69Ff7881d58/00833e83e896e5e6.jpg,1000458757,卓越色彩;流畅游戏;低蓝光不闪屏;高效办公,100118624993,2万+,100118624993
华为MateView SE 27英寸电脑显示器2K分辨率100Hz高刷/IPS全面屏/300nit高亮度旋转升降壁挂,799.00,华为京东自营旗舰店,27英寸/2K/100Hz/旋转升降壁挂,20万+,jfs/t1/399084/37/5636/38628/69a2986eF188df58b/0083320320064c60.jpg,1000004259,壁挂节省空间;多屏同色;100Hz高刷屏;95%P3色域,100150942738,50万+,100150942738
泰坦军团24.5英寸 260Hz超高刷新率 FastIPS硬件低蓝光HDR400广色域 旋转升降 PS5电竞显示器 P2510H PLUS+,598.00,泰坦军团京东自营旗舰店,热销 24.5英寸 260Hz 旋转升降,50万+,jfs/t1/414569/1/9723/137843/69d5bb3fF63c92d3f/00833203201585e6.jpg,1000169144,260Hz超高刷;硬件级低蓝光护眼;可旋转升降支架,100217279014,80万+,100217279014
KTC 27英寸2K高清144Hz显示器 高亮护眼 低蓝光 HDMI接口 家用笔记本外接办公液晶电脑显示屏H27D9S,649.00,KTC京东自营旗舰店,办公/27英寸2K/144Hz护眼,10万+,jfs/t1/428275/14/5108/332772/69f1f43cFc0069bf4/00833203207ea8ef.png,1000394329,4千+人收藏;1千人已回购;尺寸超合适,100166875069,10万+,100166875069
HKC 27英寸4K 双模320Hz显示器,1499.00,HKC京东自营旗舰店,27英寸/4K160Hz双模320Hz/HDR400,10万+,jfs/t1/412316/2/7777/213596/69cc907aF3616caa7/00833203208c3053.jpg,1000000473,硬件低蓝光;旋转升降底座;高速响应;双模320Hz,100143188772,20万+,100143188772
KTC 24.5英寸260Hz内置音响 升降旋转FastIPS屏HDR500 三角洲电竞显示屏电脑显示器H25T7-3代节能版,629.00,KTC京东自营旗舰店,新品/24.5英寸/260Hz/一级能效,50万+,jfs/t1/412782/8/9736/128738/69ce3dcfFa1950f60/0083320320415ad0.png,1000394329,节能设计;升降旋转;内置音响;耳机挂钩,100205255755,50万+,100205255755
泰坦军团24.5英寸双侧入光2K 275Hz DyDs0.5ms HDR500耳机挂架 硬件低蓝光 升降旋转电竞显示器KG257S PLUS,1109.00,泰坦军团京东自营旗舰店,24.5英寸2K 275Hz 双侧入光 升降,50万+,jfs/t1/413954/34/19224/119792/69d872b0F5feb35cf/00833203208cd865.jpg,1000169144,HDR500超棒;双侧入光画质通透;隐藏式耳机挂钩,100324652696,80万+,100324652696
华硕VG259QMRL5A 24.5英寸电竞显示器240Hz超频310Hz HDR10 G-Sync技术FreeSync无撕裂 0.3ms响应,1049.00,华硕京东自营旗舰店,"24.5""310Hz/0.3ms响应/HDR10",10万+,jfs/t1/411395/14/14461/76193/69d483d1F5add92c0/008332032091a7d9.jpg,1000000225,,100261022894,10万+,100261022894
泰坦军团 27英寸MiniLED 2K 275Hz  DyDs0.5ms 消除拖影 HDR1000升降旋转240Hz PS5电竞显示器P275MS PLUS,1439.00,泰坦军团京东自营旗舰店,27''2K 275Hz MiniLED DyDs0.5ms,20万+,jfs/t1/414589/36/11850/138837/69d5bb43F89333866/00833203202c5121.jpg,1000169144,HDR1000;1152背光分区;DyDs0.5ms;超频275Hz,100324027254,20万+,100324027254
飞利浦27英寸4K144Hz/288双模IPS硬件护眼TypeC HDR400 2000:1设计办公显示器openclaw好帮手27E2N5900RW,1752.00,飞利浦显示器京东自营旗舰店,27双模4K144Hz/288 TypeC 舒视蓝,2万+,jfs/t1/401036/4/19398/105620/69b2a5faF15fdea37/00833203208a8104.jpg,1000000525,4K双模设计屏;IPS高对比;护眼硬件低蓝光,100185605361,3万+,100185605361
HKC 4K专业创作显示器,1399.00,HKC京东自营旗舰店,27英寸/4K双模144Hz/10bit/TypeC,20万+,jfs/t1/411173/10/19594/156481/69cf9779F47c9038a/008332032023a3b8.jpg,1000000473,4K超高清画质;HDR400;10bit色深;游戏办公双兼顾,100193608939,50万+,100193608939
小米（MI）Redmi 27英寸显示器 A27 IPS技术 100Hz高刷新率 三微边设计 低蓝光爱眼 电脑办公显示器显示屏,539.00,小米京东自营旗舰店,27英寸/IPS技术/100Hz,50万+,jfs/t1/394045/28/6717/132970/6984516eFff3ab7bd/0083320320a02836.jpg,1000004123,轻薄机身设计;提升办公体验;护眼设计;生动色彩,100058942869,90万+,100058942869
AOC显示器 27英寸 IPS电脑显示屏幕 升降旋转 办公学习护眼低蓝光 台式拓展笔记本外接扩展屏27P10Q,699.00,AOC商用京东自营旗舰店,升降旋转/27英寸/178°广视角,5万+,jfs/t1/422595/8/18338/95373/69f2ed96F6e6a6e46/00833203207c6322.jpg,1000107821,高清画质;流畅体验;升降旋转屏;办公电竞兼备,100119236772,10万+,100119236772
康佳（KONKA）23.8英寸 白色 曲面屏 FHD 全高清 低蓝光 HDMI接口 可壁挂 电脑液晶办公显示器 KM2413H,379.00,康佳（KONKA）显示器京东自营旗舰店,【全网爆款】23.8寸 曲面屏,5万+,jfs/t1/400688/13/18383/82518/69b14539F61759338/008332032013c463.jpg,1000330244,纤薄美背设计;75Hz刷新率;全高清;流畅画面,100027588346,9万+,100027588346
雷神银翼24.5英寸420Hz原生400 FastIPS硬件低蓝光1ms HDR450nit峰值升降旋转电脑电竞显示器ZF25F400L,1189.00,雷神京东自营旗舰店,24.5'/420Hz/450nit/银翼高刷,10万+,jfs/t1/429576/39/2571/169348/69f33e55Fa7560606/0083320320aec343.jpg,1000000635,5千+店铺粉丝浏览;7万+人浏览,100292930306,10万+,100292930306
AOC 24.5英寸2K 320Hz FastIPS 1ms HDR400 出厂校色 硬件低蓝光 FPS游戏电竞显示器 宙斯盾Q25G4S,1499.00,AOC京东自营旗舰店,24.5英寸FPS/2K320Hz/1ms,100万+,jfs/t1/408475/34/2002/145398/69c0f112F7d6488b1/00834384380c9500.jpg,1000000715,原生300Hz;硬件低蓝光;逐台出厂校色,100195541600,90万+,100195541600
华为（HUAWEI） MateView SE 23.8英寸电脑显示器 电脑办公显示屏幕 100Hz高刷 IPS全面屏 DP+HDMI,519.00,数码京东自营专区,23.8英寸/IPS/100Hz/标准版,500+,jfs/t1/380394/16/1758/51078/693a77f7Fd80f783c/d5f8f90c55dc5718.jpg,1000487048,高刷流畅;多接口支持;全面屏设计;IPS面板,100224072927,700+,100224072927
AOC 27英寸1152分区QD-MiniLED 4K 160Hz双模FHD 320Hz HDR1000 1ms 游戏电竞电脑显示器 逐光U27G4XM,2221.00,AOC京东自营旗舰店,27英寸4K双模320Hz/QD-MiniLED,100万+,jfs/t1/407327/12/9113/138923/69c0f201Fbc25d355/0083438438fca707.jpg,1000000715,1ms响应速度;三面微边框;TUV认证;1152分区,100227234908,90万+,100227234908
来酷联想27英寸2K275Hz硬件低蓝光FastIPS400亮度1ms响应电竞显示器N2756SQ,999.00,联想Lecoo显示器京东自营旗舰店,新/27英寸/2K/275Hz/硬件低蓝光,5万+,jfs/t1/416788/26/18791/160495/69e1e247F78e11896/0083320320ed6ac7.jpg,1000345105,,100289345810,10万+,100289345810
AOC 23.8英寸144Hz 高刷护眼办公 IPS HDR 6轴调色 每台出厂校色 低蓝光不闪 电竞电脑显示器24G51F,529.00,AOC京东自营旗舰店,23.8英寸144Hz护眼办公/出厂校色,100万+,jfs/t1/426014/30/585/85203/69e9c93fFa571fb45/0083320320e675f9.jpg,1000000715,高刷办公屏;每台出厂校色;6轴调色,100258933422,200万+,100258933422
华为（HUAWEI）显示器MateView SE 27英寸电脑电竞显示屏幕笔记本外接办公显示器 旋转升降壁挂,649.00,数码京东自营专区,27英寸/1K/100Hz/旋转版,500+,jfs/t1/423695/32/17810/71156/69f013e7Fec8ba3db/0083320320ef50df.jpg,1000487048,,100262937757,700+,100262937757
酷开创维酷开27英寸4K超清IPS硬屏显示器窄边可壁挂家用低蓝光广视角超薄游戏办公电脑液晶显示屏27K6,699.00,酷开（coocaa）显示器京东自营旗舰店,27英寸/4K/IPS屏,20万+,jfs/t1/421248/9/760/145462/69dedfc9Fcd6623b9/0083320320976d39.jpg,1000423087,4k高清画质;低蓝光不闪屏;IPS炫彩屏,100107741327,20万+,100107741327
联想（Lenovo）拯救者27英寸2K超清 原生200Hz 满血高刷电竞小金刚 护眼高色域 暗区突围电竞游戏显示器R27qeGen2,799.00,联想京东自营旗舰店,27''/2K200Hz/QHD超清分辨率,10万+,jfs/t1/398509/12/12157/114323/69a7a949Fbd45e57c/0083320320de29ae.jpg,1000000157,2K超清;满血高刷;莱茵护眼,100169015975,10万+,100169015975
AOC 27英寸2K 原生240Hz QD-OLED 原生10Bit 0.03ms HDR 硬件低蓝光 电竞游戏FPS显示器 Q27G41ZDF,2199.00,AOC京东自营旗舰店,"27""2K/240Hz/QD-OLED/10bit",100万+,jfs/t1/397379/21/11157/128068/69a5b274Fdc4fa211/0083320320a08c35.jpg,1000000715,,100284041660,90万+,100284041660
泰坦军团27英寸 2K 235Hz 升降旋转 HDR500广色域 10Bit FastIPS 硬件低蓝光 PS5游戏电竞显示器 P2712R+ ,879.00,泰坦军团京东自营旗舰店,27英寸2K 235Hz HDR500 旋转升降,20万+,jfs/t1/412148/34/21659/163274/69d5bb39F1a0c1296/0083320320bcc356.jpg,1000169144,硬件低蓝光护眼;500尼特高亮度;旋转升降支架底座,100284299912,20万+,100284299912
高玩必备！27英寸4K160Hz极黑广角类纸屏MiniLED电竞显示器，低反射类纸屏，通透视野,2799.00,创维京东自营旗舰店,MiniLED/27英寸4K160Hz/双模切换,2000+,jfs/t1/407216/10/12715/700968/69c20221Fb099daf6/0258320320a7f7ed.jpg,1000002826,1千+店铺粉丝浏览;超1000万人关注店铺,100326862550,2000+,100326862550
AOC23.8英寸显示器100Hz电脑显示屏1080P全高清AH-IPS广视角微窄边框护眼不闪屏家用办公24B36HE,459.00,AOC国产化京东自营专区,23.8英寸/AIH-IPS/100HZ,5000+,jfs/t1/385116/4/19507/115040/69706b39Fcf0dd95e/0083320320fdbcf6.jpg,1000471548,100HZ刷新率;AH-IPS;低蓝光不闪屏,100314823986,1万+,100314823986
HKC 23.8英寸2K 144Hz高刷IPS面板HDR广色域护眼低蓝光不闪屏三面微边台式电脑商务办公显示器V2419Q,679.00,HKC京东自营旗舰店,23.8英寸/2K/144Hz/HDR10/低蓝光,20万+,jfs/t1/410948/12/8404/76960/69c9f302Fa2636af3/0083320320a4379d.jpg,1000000473,2K高清画质;144Hz高刷;HDR10认证,100334147012,50万+,100334147012
KKTV24.5英寸 办公显示器 75Hz高刷 三面微边框 可壁挂 高清电脑 液晶显示屏 低蓝光 KN25FV2,299.00,KKTV京东自营旗舰店,新品/24.5英寸/高清办公家用,1万+,jfs/t1/390655/19/8838/56485/69786cd9F34fc2ad0/00833203209aaa41.jpg,1000009284,微边框;高清护眼;可壁挂,100292086002,1万+,100292086002
雷神黑武士23.8英寸2K260Hz HDR500nit升级版 FastIPS 电竞显示器屏 硬件低蓝光游戏升降旋转JQ24F260L,999.00,雷神京东自营旗舰店,23.8'/2K/260Hz/500nit/升降旋转,10万+,jfs/t1/425071/10/17316/121354/69f31e37F8059ff84/0083320320c50101.jpg,1000000635,近30日人气商品;硬件低蓝光;超高HDR亮度,100264285174,10万+,100264285174
AOC27英寸4K 160Hz双模320Hz HDR400 FastIPS 1ms硬件低蓝光 典雅白宙斯盾 游戏电竞显示器 U27G4/WS,1699.00,AOC京东自营旗舰店,"[新]27""4K160Hz双模320Hz/典雅白",100万+,jfs/t1/408198/9/12064/121534/69c63923Fd31d5334/00834384385344e8.jpg,1000000715,典雅白宙斯盾;HDR400;硬件低蓝光,100243951621,90万+,100243951621
HKC 27英寸2K原生320Hz高刷FastIPS硬件低蓝光HDR400电竞游戏10bit无畏契约旋转升降台式显示器银河V7,1399.00,HKC京东自营旗舰店,27英寸/2K/320Hz/10bit/旋转升降,100万+,jfs/t1/420450/8/512/154704/69dca3b2Fc757d010/008332032044f87e.jpg,1000000473,340Hz高刷;10bit色数;旋转升降支架,100301824964,100万+,100301824964
雷神黑武士23.8英寸2K240Hz HDR450nit FastIPS 显示器屏 硬件低蓝光  三角洲游戏升降旋转JQ24F240L,915.00,雷神京东自营旗舰店,23.8'/2K/240Hz/450nit/热销爆款,10万+,jfs/t1/424161/16/16224/122644/69f31e2dF5274b0f0/0083320320666324.jpg,1000000635,450nit;硬件低蓝光;升降旋转底座,100181102209,10万+,100181102209
海信G7 Ultra 27英寸3A原画 黑曜屏 1152分区 MiniLED DP2.1 4K160Hz双模 320Hz 冰川白 电竞显示器,3299.00,海信（Hisense）显示器京东自营旗舰店,G7 Ultra白/27/黑曜屏/DP2.1接口,1万+,jfs/t1/407552/27/9172/131797/69c33d06Fc92c60a6/00833203203a3f1c.jpg,1000346461,专属游戏辅助;1千+人已买;动态准星,100219701037,2万+,100219701037
AOC 27英寸2K 320Hz QD-miniLED 爱瞳圆偏光+TUV低蓝光不闪护眼 HDR1000典雅白电竞显示器Q27G4SLM/WS,2199.00,AOC京东自营旗舰店,"[新]27""2K/320Hz/miniLED圆偏光",100万+,jfs/t1/424983/34/11546/67494/69ef0de3Fc56a2ff9/008332032075a662.jpg,1000000715,圆偏光护眼;TUV低蓝光;TUV不闪屏,100250390053,90万+,100250390053
AOC显示器23.8英寸1080P全高清广视角75Hz 低蓝光不闪 可壁挂家用办公液晶电脑显示屏幕 24B20HN/D,439.00,AOC国产化京东自营专区,23.8英寸/VA/75HZ,5000+,jfs/t1/302039/23/23693/72818/68b5042bF285bcdb7/1a37cbc5a69ad30a.jpg,1000471548,1080P高清;VA广视角;低蓝光不闪屏,100198739032,1万+,100198739032
AOC显示器4K 27英寸 专业设计师电脑显示屏幕 升降旋转办公护眼低蓝光 台式笔记本扩展屏,1369.00,AOC商用京东自营旗舰店,[设计师 新升级]27英寸/4K/ΔE<1,1万+,jfs/t1/425679/11/15000/127425/69f2ed96F150d0fd3/00833203207646fa.jpg,1000107821,,100276419362,2万+,100276419362
小米REDMI 27英寸2K 240Hz电竞显示器 Fast IPS HDR400 1msGTG 10Bit G27Q 240Hz 2026,999.00,小米京东自营旗舰店,【新品上市】27英寸/2K/240Hz,10万+,jfs/t1/420246/6/19473/138532/69e864e8F52daa3ca/008332032001374f.jpg,1000004123,,100336351322,20万+,100336351322
机械师27英寸2K210Hz超绝色彩FastIPS1msHDR防蓝光不闪护眼电脑显示器电竞可竖屏显示屏星辰MZQ27F210,810.00,机械师京东自营旗舰店,【爆款】27英寸/2K/210Hz,5000+,jfs/t1/428177/22/7278/129853/69f37ae5Fec64bba7/00833203207df0b6.jpg,1000013681,2K210Hz;1msGTG;高色域灯珠,100156031187,6000+,100156031187
ANTGAMER蚂蚁电竞27英寸2K480Hz显示器LGD原厂WOLED面板GTG0.03ms HDR1000 原生10Bit ANT27DZQE,4299.00,ANTGAMER显示器京东自营旗舰店,27英寸/2K/480Hz/原厂WOLED,2万+,jfs/t1/424080/33/19389/119605/69f4096bF32f0c63c/0083320320581298.png,1000361385,1千+店铺粉丝浏览;全功能支架;5万+人浏览,100162615338,3万+,100162615338
康佳（KONKA）18.5英寸 家用办公显示器 滤蓝光不闪屏 HDMI+VGA双接口 可壁挂 台式电脑液晶监控显示屏 KM1916,269.00,康佳（KONKA）显示器京东自营旗舰店,【办公优选】18.5吋 家用办公,2万+,jfs/t1/402810/19/5359/101966/69b1453aF2fc3abc0/0083320320d5a4ff.jpg,1000330244,滤蓝光爱眼;家用办公;18.5英寸,100198818813,4万+,100198818813
KOORUI 科睿 23.8英寸2K180Hz高刷FastIPS显示器 硬件低蓝光HDR400认证 1ms快响 三角洲游戏电竞显示屏X3,699.00,KOORUI京东自营旗舰店,【高分】23.8/2k180Hz/HDR400,20万+,jfs/t1/414681/3/15614/141888/69df4aa5Fe5977038/008332032008a58a.jpg,1000384384,23.8英寸;2k180Hz;硬件低蓝光,100193850445,30万+,100193850445
AOC爱攻27英寸 2K显示器 180Hz 快速液晶1ms HDR400 FastIPS广视角双向旋转升级双向旋转升级AG275QXE,1299.00,AOC国产化京东自营专区,27英寸/2K/180HZ/升降旋转,1000+,jfs/t1/385627/18/13802/150965/6970423eFff5f81b8/0083320320298541.jpg,1000471548,2K260Hz;1ms GTG;旋转升降支架,100201400856,1000+,100201400856
木林森COB显示屏P1.25全彩led室内高清全倒装大屏幕监控会议指挥中心演播厅微距背投广告屏(0.1m²全包),2743.42,木林森显示屏京东自营旗舰店,COB led显示屏P1.25(0.1m²全包),100+,jfs/t1/199838/24/30927/119311/662b4c2bF34d8e525/a8726e275970c530.jpg,1000468885,,100075506523,300+,100075506523
AOC 27英寸2K 144Hz 高刷护眼办公 IPS HDR 6轴调色 每台出厂校色 低蓝光不闪 电竞电脑显示器Q27G51F,799.00,AOC京东自营旗舰店,[新]27英寸/2K144Hz/出厂校色,100万+,jfs/t1/424129/11/12317/70920/69ef27abF33598a9e/0083320320b84e79.jpg,1000000715,6轴调色;每台出厂校色;低蓝光不闪屏,100204743389,200万+,100204743389
AOC27英寸 曲面电竞显示器 260Hz FastVA硬件低蓝光 1msGTG响应 HDR10 1500R电脑显示屏幕C27G40ZE,899.00,AOC国产化京东自营专区,27英寸/曲面/260HZ/FAST-VA,5000+,jfs/t1/386585/33/15810/108198/69706838Fe6da02ef/00833203200f89e8.jpg,1000471548,1500R曲面;FastVA;260HZ刷新率,100238177103,9000+,100238177103
AOC显示器 IPS电脑显示屏幕 旋转升降 办公学习护眼低蓝光 台式拓展笔记本外接扩展屏23.8英寸24P10Q,599.00,AOC商用京东自营旗舰店,升降旋转/23.8英寸/178°广视角,5万+,jfs/t1/423651/25/21575/130403/69f2ed96Fc6816aeb/0083320320b67751.jpg,1000107821,升降旋转;护眼低蓝光;3年以换代修,100119236816,10万+,100119236816
创维（Skyworth）23.8英寸 电竞显示器 144Hz IPS 500nit高亮 硬件低蓝光 广色域 办公显示屏G24 SE (F24G30F SE),439.00,创维显示器京东自营旗舰店,新品/23.8英寸/144Hz/500高亮,2万+,jfs/t1/423568/22/16007/157663/69ef840eFa87bd778/008332032016fd2e.jpg,1000093210,原生144Hz;500nit;硬件级低蓝光,100248284892,4万+,100248284892
海信大圣G5 Pro+26款 27英寸2K200Hz 1ms原厂模组 广色域 旋转升降 冰川白 三角洲电竞显示器,1099.00,海信（Hisense）显示器京东自营旗舰店,满血G5 Pro+白/2K200Hz/原厂模组,5万+,jfs/t1/409506/29/859/120478/69c246c2Fc909e0a0/00833203203dafe4.jpg,1000346461,2K200Hz;友达原厂模组;硬件低蓝光,100193656377,7万+,100193656377
AOC显示器 24.5英寸 电脑显示屏幕 办公学习 护眼硬件低蓝光 台式拓展笔记本外接扩展屏25E11HN,519.00,AOC商用京东自营旗舰店,护眼办公/24.5英寸/硬件低蓝光,5万+,jfs/t1/369338/38/7742/70646/69296ddaF9ca2b13b/bad90cb4ff567224.jpg,1000107821,,100210101031,10万+,100210101031
