商品名称,价格,店铺名称,颜色,评论数,图片,店铺ID,卖点,skuId,总销量,商品ID
黑鲨5Pro手机散热器 AG联名磁吸版+45W氮化镓充电头（双Type-C 口） 京东自营,338.00,黑鲨京东自营官方旗舰店,【套装】5Pro磁吸AG版+45W充电头,5万+,jfs/t1/225171/32/33080/74076/682d93f9F0b93c2d5/3f11baeb80bb4332.jpg,1000097162,4万+人浏览;4千+店铺粉丝浏览;1万+人加购,100231044766,10万+,100231044766
乔思伯（JONSBO）CR-1400 DV2 ARGB版 CPU双塔风冷散热器(镀镍6热管/ARGB同步/PWM/136mm/多平台/附硅脂),149.00,乔思伯京东自营旗舰店,CR-1400DV2双塔6热管,2万+,jfs/t1/231005/13/25180/72435/66c6f946F6831d0da/4f23f94c0f41fc7f.jpg,1000007266,镀镍6热管;136mm高度;9cm*2;双塔双风扇;同步灯效;穿片工艺;高效散热;镀镍热管;精致外观;直触底座,100077969350,4万+,100077969350
长城（Great Wall）小钢炮X400风冷散热器（高度131mm/TDP200W/支持1851/AM5/镀镍4热管/PWM/14600K和7500F佳选）,66.90,长城 GreatWall 京东自营旗舰店,小钢炮X400【131mm高 双平台】,5000+,jfs/t1/179406/15/43597/60128/65f93be9F5eae836e/5ba2e00bec5dd3e0.jpg,1000007264,支持双平台;小身材强性能;紧凑设计;高效散热;内存避位;镀镍4热管;RGB灯效;热管直触;放置灵活;显著降温,100092615869,7000+,100092615869
乔思伯（JONSBO）CR-1000MAX V2彩色版 CPU风冷散热器(镀镍6热管/七彩光效/PWM风扇/多平台/附硅脂),85.00,乔思伯京东自营旗舰店,CR-1000MAX V2 彩色版6热管,2万+,jfs/t1/407956/17/8559/102617/69c3a284F7c83a28b/008332032064c953.jpg,1000007266,四热管直触;PWM风扇;12cm风扇;多平台支持,100149808427,4万+,100149808427
乔思伯（JONSBO）CR-1400 DV2 ARGB版白色款 CPU双塔风冷散热器(镀镍6热管/ARGB同步/PWM/136mm/多平台/硅脂),149.00,乔思伯京东自营旗舰店,CR-1400DV2白色双塔6热管,2万+,jfs/t1/100295/5/33918/69307/66c6f928Fd375c21a/d51b45d982e30d77.jpg,1000007266,9cm风扇*2;136mm高度;镀镍6热管;PWM控制;直触底座;镀镍热管;低噪高效;强力降温;高效散热;优雅外观,100077969332,4万+,100077969332
酷冷至尊（CoolerMaster）Hyper 612 Pro CPU风冷散热器 单塔/三代超导6热管/双莫比乌斯风扇/金属拉丝磁吸顶盖/多平台扣具,399.00,酷冷至尊京东自营旗舰店, Hyper612 Pro/金属磁吸顶盖/黑,20万+,jfs/t1/391944/30/7297/57706/69782baeFe5639172/008332032099c6e5.jpg,1000000442,超导6热管;单塔设计;三代超导;超导热管,100239866481,30万+,100239866481
东部工品适用信越7921硅脂cpu散热硅脂导热硅脂笔记本硅脂电脑显卡(4g）,66.00,东部工品京东自营专区,【7921(4g)/高性能】送涂抹工具,1万+,jfs/t1/384693/24/9294/231937/695f54d7Fa8039d6b/e728affc5b9e580b.jpg,1000477273,9千+人加购;1千+人已买;100+人收藏,100197925854,1万+,100197925854
酷凛 (IDCOOLING) 霜界360白色 一体式CPU水冷散热器 电脑主机水冷 12CM风扇 适用LGA1200/1700/AM4/5,289.00,酷凛（ID-COOLING）京东自营旗舰店,霜界360 白色,2000+,jfs/t1/226317/32/31108/67977/674d588cF3307a9b3/771ada466e418d06.png,1000006124,自研7代水泵;一线通风扇;3年质保;简约风格;强韧耐用;时尚外观;适配广泛;高密度导管;散热高效;优质材料,100112129414,2000+,100112129414
华硕TX GAMING 天选 360 ARGB LCD一体式CPU水冷散热器 2.8英寸屏幕/预装风扇/神光同步/高性能水泵,949.00,华硕京东自营旗舰店,TX 360 2.8英寸LCD,2000+,jfs/t1/302866/7/20703/168097/68746ab1F3f73dfcc/ce28a8d3c917eeb1.jpg,1000000225,兼容AM5;神光同步;2.8英寸屏幕;ARGB灯效,100256338538,3000+,100256338538
瓦尔基里CL140 BLACK VK CPU风冷散热器 逆重力6热管纯铜底 支持LGA1700 AM5 ARGB光效 ,169.00,瓦尔基里（VALKYRIE）京东自营旗舰店,CL140 BLACK,5万+,jfs/t1/317891/31/1438/55985/68286f1dFfd104480/2fb3a3b53620c704.jpg,1000421158,,100176831131,8万+,100176831131
努比亚红魔8Pro磁吸手机散热器 散热背夹游戏直播低噪音半导体平板降温神器适用黑鲨苹果16【充电套装】 京东自营,308.00,红魔京东自营旗舰店,【充电套装】8Pro+67W氮化镓套装,1万+,jfs/t1/421686/9/18702/150011/69f049a5Fa96932e4/00833203205d961a.jpg,1000480226,6千+人加购;低噪音;2万+人浏览;游戏直播,100254589265,6万+,100254589265
瓦尔基里(VALKYRIE）SL125 LOKI VK CPU风冷散热器 焊接6热管纯铜底 支持LGA1700 AM5 ARGB光效 X12风扇,299.00,瓦尔基里（VALKYRIE）京东自营旗舰店,SL125 LOKI,5万+,jfs/t1/258073/12/2907/82808/676b9c9fFf5867e51/fc8f894ea10bb118.jpg,1000421158,神光同步;绚丽多彩;不挡内存,100043267541,8万+,100043267541
ATSCORE笔记本散热器DCX-K1/电脑支架/电竞游戏本底座/10种RGB灯效轻音大风速-带屏显带手机支架14-19英寸,199.00,ATSCORE京东自营旗舰店,【多档调节】电竞感+带屏显,2万+,jfs/t1/419764/40/11646/465456/69e1dc07F97c9a9ce/00835dc5dcff33b4.jpg,1000423609,轻音大风速;8档高度调节;强劲风速降温,100265801906,3万+,100265801906
瓦尔基里AQ125 WHITE VK CPU风冷散热器  逆重力四热管直触 12CM风扇 支持LGA1700 AM5,89.00,瓦尔基里（VALKYRIE）京东自营旗舰店,AQ125 WHITE,1万+,jfs/t1/298150/20/7925/44422/6828638dFea07b0ee/b672cc60985a91b4.jpg,1000421158,一体式顶盖设计;免拆风扇;四热管直触,100229576904,1万+,100229576904
黑鲨5pro磁吸AG版手机散热器+鲨鲨酱磁吸片 京东自营,348.00,,5Pro磁吸AG款（磁吸套装）,5万+,jfs/t1/396147/21/11470/115203/69a16ec3F97f62fa1/0083320320d00342.jpg,0,8千+人浏览;100+人加购,100327051038,10万+,100327051038
大水牛（BUBALUS）T68 双塔CPU风冷散热器(多平台/AM5/纯铜6热管/PWM智能温控/矩阵式鳍片/12CM双风扇/支持1700),119.90,大水牛京东自营旗舰店,T68(双塔/6热管/AMD/1700),5万+,jfs/t20280123/387704/5/13581/191493/6972df50Fcfb405c7/0a0232032041076a.jpg,1000000707,双塔双风扇;纯铜6热管;TDP210W,100211498603,9万+,100211498603
瓦尔基里（VALKYRIE）B360W VK 一体式CPU水冷散热器 2吋IPS液晶屏 多平台支持 ARGB光效 一线通,509.00,瓦尔基里（VALKYRIE）京东自营旗舰店,B360W,5万+,jfs/t1/247514/26/9070/59845/6645abcbFacc4fdd0/d630b67a64719226.jpg,1000421158,高效散热;液晶屏幕;便捷安装,100100542493,10万+,100100542493
乔思伯（JONSBO）CR-3000ARGB版 CPU风冷散热器(双塔双风扇/镀镍7热管/主板ARGB同步/PWM/多平台/附硅脂),219.00,乔思伯京东自营旗舰店,CR-3000ARGB版双塔7热管,2万+,jfs/t1/44034/33/24991/67419/66ce83cfF72291945/6e5ea34f28a3e475.jpg,1000007266,双塔双风扇;神光同步光效;幻境顶盖设计,100048975572,4万+,100048975572
绿巨能（llano）硅脂散热CPU导热膏芯片主机笔记本电脑显卡液态硅胶导热系数13.8（W/m·K）2g*1 ,26.90,绿巨能京东自营旗舰店,【高导热】导热系数13.8W/2g,10万+,jfs/t1/196422/39/49625/144111/672c3965F9c3fbd5e/168d1c4e094d8f87.jpg,1000000492,7万+人已买;2千+人收藏;近30日热销商品,100031771314,20万+,100031771314
瓦尔基里AQ125 ARGB WHITE VK CPU风冷散热器 逆重力四热管直触 12CM风扇 支持LGA1700 AM5,109.00,瓦尔基里（VALKYRIE）京东自营旗舰店,AQ125 ARGB WHITE,1万+,jfs/t1/291387/12/6193/51292/6828680fF259f380f/9f343f78812a9376.jpg,1000421158,四热管直触;ARGB灯效;AM5支持,100229576880,1万+,100229576880
超频3（PCCOOLER）RT400 数显 ARGB黑色 CPU风冷散热器（4热管/温度显示/高性能风扇/三角波浪鳍片/支持1851/AM5）,129.00,超频三京东自营旗舰店,ARGB黑色 数显,100+,jfs/t1/373809/28/5472/59721/693a71dbF719ad6b0/a7caff3d81f69b29.jpg,1000000670,,100307199142,100+,100307199142
雷利酷UK6000 Pro黑色数显版 CPU风冷散热器 6热管双风扇ARGB神光同步/支持LGA1700/AM5/PWM温控调速,116.60,雷利酷京东自营旗舰店,UK6000PRO-黑色【6热管双风扇】,200+,jfs/t1/355787/15/12205/78581/691c331bF9b74df6b/d169dddf77534278.jpg,1017208640,ARGB神光同步;无限镜;温度显示,100298391244,400+,100298391244
棱镜4pro白色正叶机箱风扇,12.90,子意DIY京东自营旗舰店,棱镜4pro白色正叶,5万+,jfs/t1/290413/1/14776/79085/687369cfF7b70b738/1b935524a9491816.jpg,1000480162,ARGB等效;9千+人已买;500人已回购,100257079588,10万+,100257079588
利民（thermalright）Assassin X 120 R DIGITAL ARGB BLACK 数显屏 CPU风冷散热器 AX120 R DIGITAL ARGB BLACK,129.00,利民Thermalright京东自营旗舰店,AX120 R DIGITAL ARGB BLACK,2000+,jfs/t1/226661/25/35511/82571/675f88c0Fc91c6280/0352a3b4342ce1fa.jpg,1000099731,ARGB数显屏;日蚀幻彩光效;热管直触工艺,100127689137,5000+,100127689137
大水牛（BUBALUS）凌霜360A  无限镜CPU水冷散热器（ARGB神光同步/支持IntelLGA2011/AM5/一体式/PWM温控电脑风扇） ,191.40,大水牛京东自营旗舰店,凌霜360A无限镜ARGB/方形冷头,5万+,jfs/t20280123/388609/30/9271/113352/6972df4fFc353c529/0a02320320e8f858.jpg,1000000707,无限镜神光同步;TDP280W;2011AM5,100113400207,7万+,100113400207
乔思伯（JONSBO）HX6280白色 双塔CPU散热器（6热管/鳍片/铜底钎焊/顶部铝拉丝顶盖/130+120mm高性能PWM风扇）,269.00,乔思伯京东自营旗舰店,HX6280白色双塔6热管,2万+,jfs/t1/279955/25/13705/75319/67eceef4F39d6a059/ce542b3b14809a1a.jpg,1000007266,双塔6热管;铜底钎焊;PWM温控,100144989484,4万+,100144989484
努比亚红魔磁吸散热器6Pro 散热背夹游戏直播低噪音半导体降温神器适用红魔电竞平板3Pro苹果17iqoo黑鲨一加 京东自营,169.00,红魔京东自营旗舰店,【开学季特惠】红魔散热器6Pro,10万+,jfs/t1/424507/19/8472/1336099/69eb658fF8aca1ba6/093b400400381f2b.png,1000480226,40万+人浏览;3万+人已买;3千+人收藏,100196863104,10万+,100196863104
利民（thermalright）Assassin X 120 Refined SE WHITE CPU风冷散热器 AGHP3.0逆重力四热管 AX120 R SE WHITE,68.00,利民Thermalright京东自营旗舰店,AX120R SE white 青春版,50万+,jfs/t1/97134/7/54520/65257/67203176Ff14b79d4/5819bd215a2c77bd.jpg,1000099731,双平台扣具;惊喜纯白喷涂;镀镍抗氧化热管,100048306268,60万+,100048306268
超频3（PCCOOLER）RZ620M X 黑色 CPU风冷散热器（6热管/mini双塔/双滚珠轴承/10CM性能风扇/支持1700 AM5） ,219.00,超频三京东自营旗舰店,RZ620M X 小塔体黑色,2万+,jfs/t1/354549/15/2848/63277/6901bc1bF11287fce/b6f02d62d3feeb45.jpg,1000000670,双滚珠风扇;mini小塔体;一体式顶盖,100294303884,2万+,100294303884
追风者（PHANTEKS）Polar伯乐S4单塔逆重力4热管直触Intel专用CPU风冷散热器(预装120高性能风量扇/LGA1700/1851),49.00,追风者Phanteks京东自营旗舰店,伯乐S4-黑/复合4热管/intel专用,10万+,jfs/t1/422553/40/1212/86820/69e205f6Fe35c18f4/0083320320525893.jpg,1000000468,,100313101214,5万+,100313101214
努比亚红魔散热器8Pro【直播支架套装】 磁吸背夹游戏直播半导体降温神器适用苹果黑鲨一加iqoo小米vivo平板 京东自营,239.00,红魔京东自营旗舰店,【8Pro夹子套装】内含8Pro+夹子,1万+,jfs/t1/398228/14/20654/150669/69ae5c00F11fc5296/0083320320b4d767.jpg,1000480226,5千+店铺粉丝浏览;降温神器;3万+人浏览,100245885355,6万+,100245885355
长城（Great Wall）LOP 星凰X360黑一体式水冷散热器（14700K和9700X佳选/ARGB/千层镜/PWM/隐藏走线/支持1700/AM5）,241.00,长城 GreatWall 京东自营旗舰店,星凰X360黑【TDP280W 一线直连】,2万+,jfs/t1/226508/23/30724/58079/67a4056dF6893909c/c09769f8cfb1c361.jpg,1000007264,风扇一线出;PWM风扇;支持双平台,100102588552,9万+,100102588552
子意CPU散热器4铜管9cm炫彩风扇寒霜400降噪黑色（配硅脂/多平台） ZY-801,45.90,子意DIY京东自营旗舰店,4铜管9cm风扇炫彩（AM5/1700),2000+,jfs/t1/246730/34/11404/118729/6672b1adF5cc10d0d/e88b37a223178107.jpg,1000480162,4铜管9cm;炫彩降噪风扇;扣压安装方便,100092441307,5000+,100092441307
大水牛（BUBALUS）T61 6热管CPU风冷散热器（支持Intel平台/PWM温控/12CM风扇/附带硅脂/锁具式/支持1700）,67.90,大水牛京东自营旗舰店,T61(6热管/intel/12CM),5万+,jfs/t1/19194/15/20614/88576/63e4b0bfFb2ab5216/df44dd27999d2faa.jpg,1000000707,纯铜6热管;TDP190W;12CM风扇,100043669770,9万+,100043669770
绿联笔记本支架电脑支架散热折叠便携X型悬空立式增高铝合金适配于苹果MacBook华为联想游戏本平板支架,69.00,绿联（UGREEN）京东自营旗舰店,折叠便携*全铝合金*17英寸可用,10万+,jfs/t1/424910/39/9598/76067/69ef2a4fF7e6a2a60/008332032007b9dd.png,1000002717,近30日热销商品;随身携带方便,100018410182,10万+,100018410182
乔思伯（JONSBO）CR-1000MAX标准版 CPU风冷散热器(镀镍6热管/PWM风扇/LGA1700/AM5/附硅脂),85.00,乔思伯京东自营旗舰店,CR-1000MAX标准版6热管,2万+,jfs/t1/408009/10/9488/94710/69c3a284Fa010cb5b/00833203203cde2c.jpg,1000007266,,100189040552,4万+,100189040552
JPLAYER子意联名款4铜管CPU散热器黑色ARGB神光同步智能温控（支持全平台/配硅脂/解压170W功耗）JPS-509,79.00,JPLAYER电竞京东自营旗舰店,4铜管黑色（ARGB全平台版）,1万+,jfs/t1/279385/27/25698/101478/68088e97F51e03764/35de091e718469e9.jpg,1000477734,4铜管散热器;支持全平台;ARGB灯效,100168211711,2万+,100168211711
利民（thermalright）Phantom Spirit 120 幻灵 AGHP GEN4逆重力热管 风冷散热器 7热管双塔 阳极磨砂顶盖 PS120,205.00,利民Thermalright京东自营旗舰店,PS120  7热管双塔,1万+,jfs/t1/165609/3/50422/84246/671f65d9F7d1a8312/c55d719a697aae8b.jpg,1000099731,阳极黑磨砂工艺;精工微雕回流焊;全电镀热管,100051773914,1万+,100051773914
利民（thermalright）Peerless Assassin 120 Digital BLACK 数显屏 六热管CPU风冷散热器 PA120 Digital BLACK ,259.00,利民Thermalright京东自营旗舰店,PA120 Digital BLACK 数显屏,5000+,jfs/t1/261255/3/9234/80353/677ce206F228c9382/b8c9b326d004b3c2.jpg,1000099731,ARGB数显屏;双平台扣具;回流焊微雕铜底,100167230958,8000+,100167230958
利民（thermalright）Peerless Assassin 140 SE ARGB 风冷CPU散热器 铜底焊接6热管14公分双塔 PA140 SE ARGB,199.00,利民Thermalright京东自营旗舰店,PA140 SE ARGB,200+,jfs/t1/394750/11/21727/82890/69a642e6F3b6d8b81/00833203207a301e.jpg,1000099731,日蚀幻彩光效;双平台通用扣具;双塔双扇六热管,100306346338,200+,100306346338
九州风神（DEEPCOOL）玄冰400性能版白色CPU风冷散热器/升级塔体/创新聚风环风扇/热管偏置不挡内存/多平台支持,79.00,九州风神 京东自营旗舰店,玄冰400性能版白-全新升级,100万+,jfs/t1/410661/35/7581/91552/69cb2b36F6d55f832/0083320320ceac49.jpg,1000000461,升级塔体;聚风环风扇;偏置不挡内存,100239607927,100万+,100239607927
绿巨能（llano）AI智能控温V12Ultra笔记本压风式散热器游戏电脑支架大风力适用联想戴尔外星人拯救者ROG（原V16）,549.00,绿巨能京东自营旗舰店,【V12Ultra（原V16）-AI智控款】,10万+,jfs/t1/387352/16/3953/138940/69660fd1Facf4e238/b0e6a718154bb4b4.png,1000000492,防滑硅胶垫;2万+人加购;近7日人气商品,100211395916,10万+,100211395916
超频3（PCCOOLER）红海H4炫彩 白色CPU风冷散热器（4热管/PWM风扇/顶盖发光/支持12/13代1700/AM4/AM5/133mm高度）,69.00,超频三京东自营旗舰店,红海H4 炫彩版白色,2万+,jfs/t1/227217/38/21715/99864/6674e5faF6d12f723/ca7ba5b20bae5ee6.jpg,1000000670,新一代精研热管;顶盖发光;PWM风扇,100079826274,3万+,100079826274
联想（Lenovo）拯救者风刃压风散热器 3000转变频涡扇 疾速压风散热 密封记忆棉 3档高度调节  F9Lite 冰川白,249.00,联想京东自营旗舰店,【风刃 F9Lite】压风散热器,20万+,jfs/t1/423945/19/17611/81696/69f3faedFa596e244/008332032086be9f.jpg,1000000157,12cm涡轮风扇;4挡风扇转速调节;防尘设计保护设备,100235351897,20万+,100235351897
JPLAYER子意联名款4铜管CPU散热器X79/x99专用黑色12cm炫彩降噪温控风扇（配硅脂/英特尔2011专用)JPS-504,69.00,JPLAYER电竞京东自营旗舰店,4铜管黑色（炫彩2011专用版),1万+,jfs/t1/259290/21/1069/78030/67665319Fb7e02720/c7db6d43b7fedaca.jpg,1000477734,温控风扇;CD纹标;2011专用,100134365736,2万+,100134365736
长城（Great Wall）山河S400i电脑风冷散热器（4热管/PWM/内存避位/12CM风扇/支持1851/115X/intel专用/不支持AMD）,51.00,长城 GreatWall 京东自营旗舰店,山河S400i【intel专用 4热管】,5000+,jfs/t1/268071/26/3993/86097/676e4cd8F86deb2c2/ec1fb4ca7addcf62.jpg,1000007264,4热管;PWM;内存避位,100168463698,7000+,100168463698
利民（thermalright）Peerless Assassin 120 WHITE ARGB 逆重力6热管风冷散热器 双塔带顶盖 PA120 WHITE ARGB,274.00,利民Thermalright京东自营旗舰店,PA120 6X6MM双塔纯白幻彩ARGB版,20万+,jfs/t1/192841/24/49829/76836/671f6673Fcaf29bdc/de8dd48f200422c8.jpg,1000099731,精工微雕铜底;主板神光同步;静音运行;逆重力结构,100018180368,30万+,100018180368
黑鲨5Neo手机散热器 15W大功率单体骤降温32℃手机直播游戏散热背夹适用于苹果17一加魅族红魔小米IQOO,79.00,黑鲨京东自营官方旗舰店,【升级智能控温】背夹5Neo 黑色,50万+,jfs/t1/413947/29/13230/81262/69d4d2d4Fd19c1cc6/0083320320f37946.jpg,1000097162,1万+店铺粉丝浏览;近7日热销商品;大功率,100175302971,50万+,100175302971
瓦尔基里(VALKYRIE）AQ125 BLACK VK CPU风冷散热器  逆重力四热管直触 12CM风扇 支持LGA1700 AM5,72.00,瓦尔基里（VALKYRIE）京东自营旗舰店,AQ125 BLACK,1万+,jfs/t1/290470/2/7420/55524/68286103F6c3d6fa6/d3c0e4c285f136fe.jpg,1000421158,一体式顶盖设计;免拆风扇;四热管直触,100229576860,1万+,100229576860
利民（thermalright）Burst Assassin 120 SE ARGB CPU风冷散热器 AGHP4.0逆重力6热管 ARGB风扇 BA120 SE ARGB,99.00,利民Thermalright京东自营旗舰店,BA120 SE ARGB 6热管,1万+,jfs/t1/174640/11/50879/76607/67202ebaF17415a9d/b9b9f43d819b02e6.jpg,1000099731,主板神光同步;148MM高度;HDT热管直触;外观时尚迷人;六管导热;兼容广泛;逆重力设计;高效散热;直触底座;梦幻灯效,100130200822,1万+,100130200822
长城（Great Wall）LOP 星凰X360白一体式水冷散热器（14700K和9700X佳选/风扇一线出/ARGB/千层镜/PWM/1851/AM5）,241.00,长城 GreatWall 京东自营旗舰店,星凰X360白【TDP280W ARGB】,2万+,jfs/t1/309943/17/2497/68107/682c1cfaF0cf05609/bc8a2ddd4f4c446b.jpg,1000007264,千层镜;解热功耗280;ARGB同步风;ARGB灯效;一线出风;炫彩灯光;兼容AM5;千层镜设计;大尺寸冷排;PWM调速,100233151474,9万+,100233151474
九州风神玄冰600性能版,109.00,九州风神 京东自营旗舰店,玄冰600性能版,20万+,jfs/t1/412713/38/14881/111359/69d46020Fc0aa937a/00833203201d35d8.jpg,1000000461,创新聚风环风扇;6热管单塔;不挡内存,100340109236,30万+,100340109236
利民（thermalright）Assassin X 120 Refined SE WHITE ARGB 风冷散热器AGHP逆重力4热管 AX120 R SE WHITE ARGB,87.00,利民Thermalright京东自营旗舰店,AX120R SE 白色青春ARGB版,50万+,jfs/t1/160036/24/50415/66290/672031acFab9bf0dc/e1f3222de5a4cf68.jpg,1000099731,热管镀镍抗氧化;主板神光同步;柔和日蚀光效;兼容广泛;优质材质;穿片工艺;简易安装;高效散热;静音运行;卓越效果,100033065552,60万+,100033065552
绿巨能（llano）硅脂CPU散热硅脂 导热凝胶芯片主机笔记本电脑显卡散热液态硅胶膏2g装16.8（W/m·K）系数,59.00,绿巨能京东自营旗舰店,【超高导】导热系数16.8W/2g,10万+,jfs/t1/301828/30/6061/144107/6822c08cFd898e8ff/8e0ca8b76a6ff495.jpg,1000000492,高质量硅脂;新一代硅油配比;导热持久耐用,100060301498,20万+,100060301498
超频3（PCCOOLER）RT400 黑色无光 CPU风冷散热器（4热管/高性能风扇/三角波浪鳍片/支持1851/AM5）,99.00,超频三京东自营旗舰店,无光 黑色,100+,jfs/t1/377782/31/8264/51458/693a68b6F53b08371/2de35f2638a5d185.jpg,1000000670,,100230205113,100+,100230205113
嘉速笔记本压风式散热器 笔记本游戏本电脑支架 降温底座可调速散热 适用联想拯救者华硕戴尔外星人,189.00,嘉速京东自营旗舰店,【压风散热】360°环绕+双引擎,5000+,jfs/t1/304970/10/4893/120848/68320d5eFbe284584/942f8c3fed3dc8da.png,1000298842,拯救者;200+人已买;306°环绕;1万+人浏览,100216494032,7000+,100216494032
利民（thermalright）Peerless Assassin 140 Digital BLACK全黑数显版6热管双塔风冷散热器PA140 Digital BLACK,319.00,利民Thermalright京东自营旗舰店,PA140 Digital BLACK,1000+,jfs/t1/301446/2/13406/81505/68463f56F1965cfca/827a5dce53f3fcbe.jpg,1000099731,磁吸快拆屏幕;四路数显监控;精工回流焊铜底,100241186800,1000+,100241186800
追风者（PHANTEKS）Polar伯乐S4黑单塔ARGB灯效逆重力4热管直触Intel专用CPU风冷散热器(120大风量扇/LGA1700/1851),55.90,追风者Phanteks京东自营旗舰店,伯乐S4-ARGB/4热管/intel专用/黑,10万+,jfs/t1/378045/37/12474/87735/694fa7a3F54300a1a/776985f3bc4396fa.jpg,1000000468,,100234628183,5万+,100234628183
Masentek DY58手机散热器 半导体制冷背夹双核降温神器风扇电竞直播静噪音小米适用华为苹果,79.90,Masentek京东自营旗舰店,双核半导体制冷—三档极速制冷,5000+,jfs/t1/220526/31/40352/164549/664c535cF8b5ffe84/dc931950a528edba.jpg,1000003359,双核半导体;半导体制冷;超40万人店内购买,100112404496,6000+,100112404496
ANQULIFE信越7921导热硅脂CPU导热膏台式笔记本电脑CUP散热 硅极速降温稳定持久10g AQ-C106,189.00,ANQULIFE京东自营旗舰店,硅脂【信越7921】10g,1万+,jfs/t1/346158/15/13610/76595/68f06122F0681484f/12ebedef15f2e39e.jpg,1000627251,导热硅脂;导热降温;涂抹简单,100289928670,1万+,100289928670
AOCT4GB/93黑色 CPU风冷散热器（支持intel9-13代/4热管/12CM风扇炫彩灯效/液压静音/附带硅脂）,46.90,AOC机电散京东自营旗舰店,T4G黑色-4热管/Intel/避位安装,5000+,jfs/t1/376991/31/17716/96920/694df137F02ff88cb/05c806d39b5dc604.jpg,1000487958,4铜管高塔设计;快拆不卡内存条;稳压i5处理器,100144603518,7000+,100144603518
追风者（PHANTEKS）Polar伯乐S4单塔逆重力4热管直触Intel专用CPU风冷散热器(120大风量ARGB扇/LGA1700/1851),65.90,追风者Phanteks京东自营旗舰店,伯乐S4-4热管/intel/内存避让,10万+,jfs/t1/307538/1/18950/78539/687f33a3Fc7dd1386/95c3ecbe30ecc96a.jpg,1000000468,ARGB顶盖;热管直触;INTEL专用,100203929193,5万+,100203929193
九州风神（DEEPCOOL）玄冰400ARGB黑色CPU风冷散热器/升级塔体/ARGB风扇/热管偏置不挡内存/多平台支持,89.00,九州风神 京东自营旗舰店,玄冰400ARGB-全新升级,100万+,jfs/t1/410209/35/14307/96151/69cb2b33F8a43200f/0083320320452ce8.jpg,1000000461,ARGB风扇;不挡内存;附带硅脂,100030413025,100万+,100030413025
雅浚（ProArtist）B3II台式电脑CPU风冷散热器单塔4热管 高效散热自动温控调速/LGA1700/1851/AM5,79.00,雅浚（ProArtist）京东自营旗舰店,B3II 单塔4热管,100+,jfs/t1/408765/6/8619/95107/69c53640F0456e2af/008332032052a54f.png,1028414110,,100229565275,400+,100229565275
大水牛（BUBALUS）T41 4热管CPU风冷散热器（支持i系多平台/PWM温控/12CM风扇/附带硅脂/锁具式/支持1700）,49.90,大水牛京东自营旗舰店,T41无光(4热管/intel 1700/12CM),5万+,jfs/t1/119186/3/32413/105795/63acfb25F4f79ce76/aab0589ba0865fb9.jpg,1000000707,支持1700;TDP150W;12CM风扇,100041851436,9万+,100041851436
酷凛 (IDCOOLING) 霜界360  一体式CPU水冷散热器 一线通风扇 适用LGA1200/1700/AM4/5 ,279.00,酷凛（ID-COOLING）京东自营旗舰店,霜界360,2000+,jfs/t1/201578/29/50432/70577/674d580eF69a21b03/c0dab826b71e0b84.png,1000006124,自研7代水泵;一线通风扇;3年质保,100097023535,2000+,100097023535
乔思伯（JONSBO）CC90黑色 双塔风冷CPU散热器（6热管/温控数显屏/磁吸顶盖/13CM宽体散热器塔）,329.00,乔思伯京东自营旗舰店,【数显屏】CC90黑色双塔六热管,20万+,jfs/t1/410036/40/1435/86200/69c3a1ceF61a109ee/008332032037deb1.jpg,1000007266,温控数显屏;13CM风扇;13CM宽塔,100245942833,20万+,100245942833
子意RUIX黑色360一体水冷CPU散热器ARGB神光同步PWM（预装风扇一线通/支持英特尔AMD全平台解压320W）,289.00,子意DIY京东自营旗舰店,NC360黑色（ARGB性能版）,53,jfs/t1/332560/25/6530/92737/68b2ae1fF4b38c66d/88d944ac84b668d9.jpg,1000480162,风扇一线通;无限镜320W;高性能,100207515631,,100207515631
乔思伯（JONSBO）HX6280黑色 双塔CPU散热器（6热管/鳍片/铜底钎焊/顶部铝拉丝顶盖/130+120mm高性能PWM风扇）,269.00,乔思伯京东自营旗舰店,HX6280双塔6热管,2万+,jfs/t1/273027/30/14964/84888/67eceef3F9acde015/cc396147bed94ef3.jpg,1000007266,高效六热管;铜底钎焊;铝拉丝顶盖,100144989458,4万+,100144989458
半岛铁盒（PADO）烛龙L6黑色玻璃侧透网孔台式机电脑主机箱TYPE-C/支持360水冷/ATX主板/风道机箱/防尘散热/5090,159.00,半岛铁盒（PADO）京东自营旗舰店,烛龙L6黑 风道机箱散热/ATX,5万+,jfs/t1/388394/19/19960/124113/698314c2F17ab8397/00833203203a50ea.jpg,1000343082,密孔通风;支持360水冷;12个风扇位置,100257491276,6万+,100257491276
乔思伯（JONSBO）CR-1400EVO ARGB版白色款 CPU风冷散热器(镀镍4热管/主板同步/PWM/130mm高/多平台/附硅脂),85.00,乔思伯京东自营旗舰店,CR-1400EVO ARGB版白色,5万+,jfs/t1/407599/27/13388/93901/69c3a2edF8e4aea8d/00833203208e9114.jpg,1000007266,镀镍4热管;9cm风扇;130mm高度,100048975602,10万+,100048975602
木林森（MULINSEN）防晒衣男款夏季防紫外线薄款散热透气遮阳皮肤衣户外钓鱼风衣服,99.00,木林森健身京东自营旗舰店,黑色,15,jfs/t1/421051/8/13807/81504/69e5f5a6Fda9a52b3/0083320320f2dbb8.jpg,1031926961,,100326740700,,100326740700
